feature,importance,importance_std,method
191,0.0,0.0,mutual_info
194,0.0,0.0,mutual_info
196,0.0,0.0,mutual_info
197,0.0,0.0,mutual_info
198,0.0,0.0,mutual_info
199,0.0,0.0,mutual_info
201,0.0,0.0,mutual_info
328,0.0,0.0,mutual_info
218,0.0,0.0,mutual_info
224,0.0,0.0,mutual_info
229,0.0,0.0,mutual_info
330,0.0,0.0,mutual_info
332,0.0,0.0,mutual_info
335,0.0,0.0,mutual_info
336,0.0,0.0,mutual_info
337,0.0,0.0,mutual_info
340,0.0,0.0,mutual_info
342,0.0,0.0,mutual_info
345,0.0,0.0,mutual_info
347,0.0,0.0,mutual_info
179,0.0,0.0,mutual_info
185,0.0,0.0,mutual_info
395,0.0,0.0,mutual_info
396,0.0,0.0,mutual_info
397,0.0,0.0,mutual_info
400,0.0,0.0,mutual_info
403,0.0,0.0,mutual_info
409,0.0,0.0,mutual_info
418,0.0,0.0,mutual_info
419,0.0,0.0,mutual_info
420,0.0,0.0,mutual_info
421,0.0,0.0,mutual_info
423,0.0,0.0,mutual_info
154,0.0,0.0,mutual_info
156,0.0,0.0,mutual_info
157,0.0,0.0,mutual_info
158,0.0,0.0,mutual_info
159,0.0,0.0,mutual_info
160,0.0,0.0,mutual_info
161,0.0,0.0,mutual_info
162,0.0,0.0,mutual_info
163,0.0,0.0,mutual_info
164,0.0,0.0,mutual_info
166,0.0,0.0,mutual_info
167,0.0,0.0,mutual_info
427,0.0,0.0,mutual_info
430,0.0,0.0,mutual_info
431,0.0,0.0,mutual_info
434,0.0,0.0,mutual_info
435,0.0,0.0,mutual_info
436,0.0,0.0,mutual_info
438,0.0,0.0,mutual_info
439,0.0,0.0,mutual_info
440,0.0,0.0,mutual_info
144,0.0,0.0,mutual_info
145,0.0,0.0,mutual_info
148,0.0,0.0,mutual_info
149,0.0,0.0,mutual_info
150,0.0,0.0,mutual_info
152,0.0,0.0,mutual_info
135,0.0,0.0,mutual_info
449,0.0,0.0,mutual_info
450,0.0,0.0,mutual_info
451,0.0,0.0,mutual_info
453,0.0,0.0,mutual_info
455,0.0,0.0,mutual_info
456,0.0,0.0,mutual_info
457,0.0,0.0,mutual_info
458,0.0,0.0,mutual_info
460,0.0,0.0,mutual_info
462,0.0,0.0,mutual_info
